area,severity,category,title,detail,evidence,next_step
talk-blog,important,docs_or_claims,blog.md contains zero local M1 Gemma 4 E4B evidence; 'local' appears only as a disclaimer,"Grepping blog.md for e4b/m1/mac/ollama/llama.cpp returns no local-run evidence. The only local references are negative: line 9 ""the hosted runs do not establish that every model fits or runs well on a local Mac"" and line 122 ""...cannot establish anything about ... or local-Mac performance"". Every number in the post is a hosted OpenRouter receipt. Meanwhile the repo holds substantial local evidence the post never cites: tests/bench_records/2026-08-03/ (E23 QAT baseline, Gemma 4 E4B QAT Q4_0 5.15 GB on Mac M1 16 GB, llama.cpp b9618 c34b92235, 3 trials/test across easy/medium/hard, plus a 12B comparison cell) and tests/bench_records/2026-08-04/ (E25 paired json-vs-tools transport A/B, n=18 per arm, recorded verdict ""non-inferiority within observed variance, not a reliability estimate"", plus a hard-suite addendum with two infrastructure-corrupted walls honestly retained), README.md:52-72 (the legacy-e4b-m1-16k-v1 reference deployment), and docs/gemma4-setup.md. For a post titled ""Are Small LLMs Ready for Coding Agents?"" this is the biggest content gap: the actual small local model is never run in the evidence base.","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:9,122 (only 'local Mac' mentions) | /home/user/askme/tests/bench_records/2026-08-03/README.md:1-25 | /home/user/askme/tests/bench_records/2026-08-04/README.md:1-35 | /home/user/askme/README.md:52-72 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/evals/README.md:151 (""No fresh local Mac LLM runs are part of these results."")","Add a 'What the local model actually did' section to blog.md citing the 2026-08-03 E23 baseline and 2026-08-04 E25 A/B with their recorded n and stated limits; keep the hosted receipts as a separate, clearly labeled table."
talk-blog,release_blocker,story_material,Issue #95 belongs in blog.md's completion-boundary section and strengthens the thesis while killing one sub-claim,"Issue #95 (opened 2026-08-30, state open) reports that on the seeded-repair cell test_webapp_fix_failing_health_check, 20/20 runs produced a successful edit, 20/20 passed python3 test_app.py in-run, held-out acceptance passed on all checked runs, yet only 9/20 were recorded complete and 11/20 exhausted; `done` was emitted zero times in all 20 runs. Placement: (a) it is the exact mirror of blog.md's ""An Exit-Zero Command Can Still Miss the Workflow"" section (lines 60-73) and should become a paired subsection - that section shows a false positive (agent claims completion, artifact wrong); #95 supplies the false negative (harness records exhaustion, artifact right). Together they prove blog.md's own line 193 thesis, ""Evaluate the model, harness, task, and evaluator as one system,"" far better than the single hosted miss does. (b) It also belongs in ""What Changes the Answer Next"" (lines 133-136), whose first roadmap item - treat tentative completion as an acceptance checkpoint - #95 shows is not sufficient, because the agent never reaches tentative completion. Net: it STRENGTHENS the harness argument and supplies the missing local-E4B evidence, but it UNDERCUTS blog.md:146 (""Repeating more tasks under the same known action bottleneck would add little"") - repetition at n=20 is precisely what surfaced this - and it attaches a measured null to the #31 lifecycle direction (heuristic 4/10 vs lifecycle 5/10 complete, Fisher two-sided p = 1.000). Critically, #95's own wording is a gate on the blog's title question: ""It systematically understates local-model capability ... the difference between 'local E4B cannot do the repair task' and 'local E4B does the repair task every time and reports success about half the time.'"" Any readiness sentence derived from AskMe exhaustion rates is confounded until this is resolved or disclosed.","GitHub issue den-run-ai/askme#95 (created 2026-08-30T04:08:44Z, open): 20/20 verified repair, 9/20 complete, 11/20 exhausted, `done` emitted 0 times | issue #95 environment block: local llama-server, Gemma 4 E4B QAT Q4_0, legacy-e4b-m1-16k-v1, --reasoning off, policy gated, tools transport, revision 4e528a6 on main fcd5bc0 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:60-73,133-136,146,193 | records referenced by #95: tests/bench_records/2026-08-07-e31-confirmation/ on branch eval/e89-web-local","Add the #95 pair to blog.md's completion-boundary section, correct line 146, and add an explicit disclosure that AskMe-recorded exhaustion currently understates local-model capability."
talk-blog,important,docs_or_claims,No file in the repository links the now-public recording,"grep -rn -i 'youtube|N1XoiJGyNpM' across all tracked .md files returns zero content hits. Three files need it. (1) /home/user/askme/README.md:21-24 currently reads ""...a five-minute lightning talk at the 2026 Agentic AI Summit at UC Berkeley ([slides](...slides.pdf), [speaker script](...SPEAKER_NOTES.md))"" - draft replacement: ""AskMe is the harness behind [*Are Small LLMs Ready for Coding Agents?*](talks/berkeley-agentic-ai-summit-2026/README.md), a five-minute lightning talk at the 2026 Agentic AI Summit at UC Berkeley ([recording](https://www.youtube.com/watch?v=N1XoiJGyNpM), [slides](talks/berkeley-agentic-ai-summit-2026/slides.pdf), [speaker script](talks/berkeley-agentic-ai-summit-2026/SPEAKER_NOTES.md))."" (2) /home/user/askme/talks/berkeley-agentic-ai-summit-2026/README.md - line 7 still frames the slot in future tense (""Slot: Compass (Saturday), Session 2 ... Aug 1, 2026, 1:00 PM PT""); add after line 8 and to the Contents list at lines 10-18 - draft: ""**Recording:** https://www.youtube.com/watch?v=N1XoiJGyNpM - delivered Aug 1, 2026. The recording is frozen at that day's evidence state: it describes the revision-3 sentinel write transport and a 'six fixed JSON actions' boundary. Both were removed on 2026-08-04 (commit `5e59dd6`, native tool calls only). `blog.md` carries the current statement."" (3) /home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md - insert after the line 3 subtitle - draft: ""*Companion to a five-minute talk at the Berkeley Agentic AI Summit, Aug 1, 2026 - [recording](https://www.youtube.com/watch?v=N1XoiJGyNpM). The recording is a dated record; where the harness has changed since, this post is the current statement and says so.*""","grep -rn -i 'youtube|N1XoiJGyNpM|recording' --include=*.md . -> no hits in any talk artifact | /home/user/askme/README.md:21-24 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/README.md:7,10-18 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:1-3",Add the three lines above; pair each with the erratum sentence so the link does not silently re-endorse the stale claims.
talk-blog,nice_to_have,ci_infra,test_talk_deck_contract.py passes but asserts nothing that would have caught the stale blog text,"Ran /tmp/claude-0/-home-user-askme/67e92915-7bc7-5fe9-88bf-e1a9bd96bafb/scratchpad/venv/bin/python -m pytest tests/test_talk_deck_contract.py -q: result ""3 passed in 0.07s"". So the deck contract is green. But it is only three tests, CLAUDE.md already warns that ""Contract tests do not catch clipping, overlap, or unreadable density"", and empirically they also do not catch a removed feature still being described: the words ""sentinel"", ""JSON action"", and ""open PR #21"" survived commit 5e59dd6 in blog.md, slides.md, SPEAKER_NOTES.md, and talks/.../README.md with the suite green.","pytest tests/test_talk_deck_contract.py -q -> 3 passed in 0.07s | /home/user/askme/CLAUDE.md (Talks section: 'Contract tests do not catch clipping, overlap, or unreadable density.') | surviving stale strings: blog.md:151,159; talks/.../README.md:62; slides.md:480,679; SPEAKER_NOTES.md:33","Consider a removed-vocabulary guard over talks/**/*.md (fail on 'sentinel transport', 'JSON action', 'open PR #21') so a transport removal breaks the public artifacts loudly."
talk-blog,important,docs_or_claims,"The local dense E4B vs hosted MoE distinction is never drawn in blog.md, so the Gemma rows invite the wrong inference","blog.md:101-106 labels the hosted rows correctly and explicitly ('Gemma 4 | 26B A4B | MoE - 25.2B total / 3.8B active'; 'Gemma 4 | 31B | Dense - 30.7B'), so nothing there is false. The risk is by omission: the post never names Gemma 4 E4B, never says which Gemma the local reference deployment runs, and never states the fact recorded at docs/gemma4-setup.md:20-29 that no small-MoE Gemma 4 exists and the 26B-A4B does not fit 16 GB. A reader who knows AskMe is a local-small-model harness will read the 'Gemma 4' rows as evidence about the model on the laptop. The fix is an addition, not a correction - one sentence near line 9, e.g.: ""None of these hosted rows is the model this harness targets locally: the local reference is dense Gemma 4 E4B QAT Q4_0 (5.15 GB, `legacy-e4b-m1-16k-v1`). The hosted 26B-A4B is the family's only MoE and does not fit 16 GB, so no hosted row transfers to the local cell.""","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:101-106 (correct labels), :9,:122 (only local hedges) | /home/user/askme/docs/gemma4-setup.md:20-29 (no small-MoE Gemma 4; 26B-A4B does not fit 16 GB) | /home/user/askme/README.md:52-53 (legacy-e4b-m1-16k-v1 = Gemma 4 E4B QAT Q4_0)",Add the explicit local-vs-hosted sentence to blog.md near line 9 and cite docs/gemma4-setup.md.
talk-blog,nice_to_have,docs_or_claims,Slide 6's 'both models built working partial features' risks reading as in-run evidence; blog.md compresses a three-part acceptance definition,"blog.md handles the feedback distinction well in prose (lines 58, 68-73). Two weaker spots remain. (a) slides.md:649 says ""Feature task: both models built working partial features - Gemma 11/13, Qwen 7/13 target tests - but neither tested or finished its work."" The 11/13 and 7/13 are post-run held-out FeatureBench F2P counts, and the same sentence says neither agent ran tests - so 'working' is an evaluator verdict the agent never saw. That is now in the public recording; the blog should state it explicitly rather than repeat 'working'. (b) blog.md:118 compresses acceptance to ""seven of eight artifacts met the exact acceptance contract"", while evals/README.md:33 defines a reported pass as three separate conditions - pytest success, `agent_complete`, and a separately repeated deterministic acceptance check, with AskMe's own LLM final-validator disabled during those tests. Suggested blog wording: ""seven of eight artifacts passed the independent, separately repeated acceptance check run after the agent stopped; the agent never saw that check's result.""","/home/user/askme/talks/berkeley-agentic-ai-summit-2026/slides.md:649 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/DECK_SPEC.md:320 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/blog.md:118 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/evals/README.md:33,79,89","Tighten blog.md:118 to name the post-run held-out check, and add one sentence disambiguating the 11/13 / 7/13 counts as evaluator-side."
talk-blog,important,docs_or_claims,talks/.../README.md carries the same two stale claims as blog.md and is the file the top-level README links,"README.md:21-24 points readers at talks/berkeley-agentic-ai-summit-2026/README.md as the talk's landing page. That file repeats the stale material: line 27 (""revision 3 moved the frozen canary from no write and an empty patch to applied, partially working code in both attempts""), lines 59-60 (""the revision-4 validate-after-write follow-up (#21; implemented, v7 requalification pending)""), and lines 62-78 (the full 'On Aug 1, 2026, the revision-3 action interface (sentinel write transport, backend-aware budgets, write-forcing policy)...' paragraph). It is slightly better than blog.md - it says #21 is 'implemented' rather than 'open' - but it still presents the sentinel transport as current. Since this is the first file a reader from the top-level README lands on, it needs the same supersession note and the recording link.","/home/user/askme/README.md:21-24 | /home/user/askme/talks/berkeley-agentic-ai-summit-2026/README.md:27,59-60,62-78","Apply the same erratum paragraph here as in blog.md, plus the Recording line drafted above."
ci-repro,release_blocker,docs_or_claims,PREMISE CORRECTION: there is no small Gemma 4 MoE; the local M1 reference is a DENSE model,"The owner asked to ""confirm anything for small gemma4 moe to reproduce my local mac m1 setup."" That object does not exist. docs/gemma4-setup.md:29 states: ""No small-MoE Gemma 4 exists — **26B-A4B remains the family's only MoE** (Q4 >=13.6 GB before KV cache) and stays off the 16 GB shortlist; no verified acceptable llama.cpp run on 16 GB Apple Silicon exists."" The local primary is DENSE: docs/gemma4-setup.md:21 lists ""Gemma 4 E4B QAT Q4_0 | models/gemma4-e4b-qat/gemma-4-E4B_q4_0-it.gguf | 5.15 GB | Dense PLE, 4.5B effective / 8B incl. embeddings, iSWA | Full Metal | Primary (promoted 2026-08-03)"", and docs/gemma4-setup.md:20 lists the legacy Q4_K_M at ~5.0 GB, also Dense PLE. What the owner most likely meant is one of two distinct things: (a) the SMALL DENSE local model (E4B QAT Q4_0) whose setup he wants reproduced on a runner, or (b) the MoE he already runs HOSTED — google/gemma-4-26b-a4b-it, which is the first berkeley-protocol cell in .github/workflows/llm.yml:33 and :154. A faithful ""reproduce my local setup"" lane must load (a): google/gemma-4-E4B-it-qat-q4_0-gguf / gemma-4-E4B_q4_0-it.gguf, served by llama-server with the exact flags at docs/gemma4-setup.md:75-78 (-ngl 99 --ctx-size 16384 --flash-attn on --cache-type-k q4_0 --cache-type-v q4_0 --swa-full --cache-reuse 256 --reasoning off) under capability profile legacy-e4b-m1-16k-v1 (docs/gemma4-setup.md:4, :90). It must NOT load 26B-A4B: at Q4 that is >=13.6 GB of weights before KV cache and does not fit any Apple Silicon runner GitHub offers. Publicly conflating the two would be the single most damaging error in the blog post, because the whole local-vs-hosted framing of the talk depends on the distinction.",/home/user/askme/docs/gemma4-setup.md:29 | /home/user/askme/docs/gemma4-setup.md:20-21 | /home/user/askme/docs/gemma4-setup.md:75-78 | /home/user/askme/docs/gemma4-setup.md:4 | /home/user/askme/.github/workflows/llm.yml:33 | /home/user/askme/.github/workflows/llm.yml:154,"Fix the vocabulary before writing: ""local dense E4B (5.15 GB)"" vs ""hosted MoE 26B-A4B"". Never write ""small Gemma 4 MoE"" anywhere public."
ci-repro,important,ci_infra,No GitHub-hosted macOS runner can reproduce the M1 16 GB reference; the arithmetic rules out all three,"PR #96's macos.yml states the sizing directly in its header comment: ""macos-26  M1, 3 vCPU, 7 GB — free/unlimited on public repos; macos-26-xlarge  M2 Pro, 5 vCPU, 14 GB — billed per-minute, always; macos-26-large  Intel, 12 vCPU, 30 GB — not Apple Silicon, no Metal"". Memory need for the reference: 5.15 GB of weights resident under -ngl 99 (unified memory), plus a 16384-token q4_0 K+V cache with --swa-full (which deliberately disables the sliding-window KV savings), plus OS and Python. Verdict per runner: macos-26 (7 GB) NO — 5.15 GB of weights leaves under ~1.5 GB for KV, OS and the harness; it would swap or be OOM-killed, and PR #96 explicitly gates against this. macos-26-large (30 GB) NO for the purpose — it is Intel, so there is no Metal backend at all and -ngl 99 is meaningless; whatever it measured would be CPU inference, not the reference deployment. macos-26-xlarge (14 GB, M2 Pro) is the only candidate that holds the model, and it is still 2 GB below the 16 GB reference machine and a different chip generation. So the honest public statement is: the local M1 result is not reproducible on GitHub-hosted CI, and PR #96 says so in its own comment header (""No lane here produces performance evidence... timings from this workflow must never be written into docs/PERFORMANCE.md""). What PR #96's llama-reference lane provides instead is a FUNCTIONAL parity check on a runner label you supply: inputs are runner (default macos-26-xlarge), min_memory_gb (default ""12""; set 16 to demand true parity), model_repo (default google/gemma-4-E4B-it-qat-q4_0-gguf), model_file (default gemma-4-E4B_q4_0-it.gguf), model_revision (default main), and suite (easy/medium/hard). tests/ci_local_gate.py hardware runs the memory floor check BEFORE the 5.15 GB download so an undersized runner fails fast rather than looking like an agent-loop bug.","PR #96 .github/workflows/macos.yml header comment, runner-sizing table (ref claude/macos-ci-apple-silicon-r6wv2y, blob b3a5d95) | PR #96 body runner table (macos-26 / macos-26-xlarge / macos-26-large) | /home/user/askme/docs/gemma4-setup.md:21 (5.15 GB) | /home/user/askme/docs/gemma4-setup.md:103-107 (--ctx-size 16384, q4_0 KV, --swa-full)","In the blog, state the runner ceiling explicitly rather than implying CI reproduces the laptop. If true 16 GB parity is wanted, point `runner` at a third-party arm64 label (Depot/WarpBuild/Blaze/Bitrise) or self-hosted Tart and set min_memory_gb=16."
ci-repro,important,ci_infra,"The llama-reference lane has never executed once, and its default runner is probably unallocatable on this user-owned repo","In both PR #96 runs the reference job was skipped, not run: run 33293545613 job 99209228666 ""Reference model on a sized runner"", conclusion ""skipped"", labels [macos-26-xlarge], because the job carries `if: github.event_name == 'workflow_dispatch'`. So zero evidence exists that any Gemma 4 GGUF loads on any runner. Worse, PR #96's own body says macos-26-xlarge is ""billed per-minute, **org-owned repos only**"" and the workflow comment says a schedule on a user-owned repo would ""queue forever for a runner that will never be allocated"". den-run-ai/askme is owned by a user account (den-run-ai, id 7870949, author_association OWNER on issue #95). If that constraint is accurate, dispatching llama-reference at its default runner label on this repo will queue indefinitely and produce nothing — the lane as shipped is inert here. This is the single largest gap between what PR #96 documents and what it can actually do on this repository.","run 33293545613 job 99209228666 conclusion=skipped labels=[macos-26-xlarge] | PR #96 macos.yml: `if: github.event_name == 'workflow_dispatch'` on job llama-reference | PR #96 body: ""billed per-minute, **org-owned repos only**"" | PR #96 macos.yml comment: ""on a user-owned repo, which this one currently is, queue forever for a runner that will never be allocated""","Before dispatching, verify larger-runner entitlement for the account (Settings > Actions > Runners > Larger runners). If unavailable, the first real reference run must target a self-hosted or third-party arm64 label, or the lane's default should change so a dispatch fails fast instead of queuing."
ci-repro,important,ci_infra,"Even a successful reference run would not be binary-parity: it uses Homebrew llama.cpp, not the pinned local build b9618","macos.yml's llama-reference lane installs the backend with `brew update --quiet && brew install llama.cpp` and only records `llama-server --version` afterwards. The documented local reference is a hand-built binary: docs/gemma4-setup.md:6 pins ""Current local build: c34b92235 (build 9618, master as of 2026-06-13)"" and warns ""Do not replace stable b9618 without a side-by-side"", gating a rebuild on upstream ggml-org/llama.cpp issue #26470 (""Metal Gemma-family decode regression, reported on M5/macOS 27 — M1 impact unknown""). Homebrew tracks upstream master and by 2026-08-30 is far ahead of b9618 (docs/gemma4-setup.md:7 already notes a fetched snapshot ee0445c99, 632 commits ahead of local). So a green reference lane proves ""the local backend still works against current upstream llama.cpp"" — which is exactly the drift signal the lane advertises — but it does NOT reproduce the local machine's inference stack, and any behavioral difference between it and the laptop is confounded by ~600+ upstream commits including a grammar/PEG overhaul and a suspected Metal Gemma decode regression. The server flags themselves DO match the doc exactly (macos.yml -ngl 99 --ctx-size 16384 --flash-attn on --cache-type-k q4_0 --cache-type-v q4_0 --swa-full --cache-reuse 256 --reasoning off vs docs/gemma4-setup.md:75-78), and correctly omit --jinja because Gemma 4 has a dedicated llama.cpp parser.","PR #96 macos.yml llama-reference step ""Install llama.cpp"": brew install llama.cpp | /home/user/askme/docs/gemma4-setup.md:6 (build c34b92235 / b9618, ""Do not replace stable b9618 without a side-by-side"") | /home/user/askme/docs/gemma4-setup.md:7 (ee0445c99, 632 commits ahead; gate on ggml-org/llama.cpp#26470) | /home/user/askme/docs/gemma4-setup.md:75-78 vs macos.yml reference flags","Record the resolved Homebrew llama.cpp version in every reference-lane summary (the lane already tees llama-server --version) and, in any public claim, say ""current upstream llama.cpp"" not ""the local build""."
ci-repro,informational,ci_infra,What the two passing macOS runs on PR #96 actually established (and what they did not),"Runs 33293229569 and 33293545613 (head 27dbfba) passed with three real jobs and one skip. Established, concretely: (1) ARM64 DETERMINISM — ""Tests on Apple Silicon (Python 3.10)"" and ""(Python 3.14)"" both green on macos-26, the deterministic suite running in ~41s and ~50s with no live-model opt-in, so conftest kept backend suites skipped. This proves the harness's platform-sensitive paths hold on macOS/arm64: /tmp and /var resolving through symlinks into /private, and a case-insensitive default filesystem — both of which bear directly on the workspace-path and target-identity normalization invariants in CLAUDE.md. It does NOT prove anything about model behavior, Metal performance, or the 16 GB reference. (2) LLAMA.CPP CONTRACT — ""llama.cpp local-backend contract"" green: brew install llama.cpp completed in ~64s, Qwen3-0.6B-Q8_0 downloaded in ~154s with its x-repo-commit and sha256 recorded, llama-server became healthy in 5s under Metal, `ci_local_gate.py preflight` gated green, and the advisory `probe` step succeeded in 19s — i.e. a real tool call was decoded end-to-end through the actual LLMClient against a live Metal-backed llama-server. This proves the transport seam is intact on Apple Silicon and that the preflight closes conftest's silent-skip hole. It does NOT prove Gemma 4 works (different model, different parser path — Qwen needs --jinja, Gemma 4 does not), and the probe is explicitly advisory because a 0.6B model on 3 vCPU is not the reference deployment. (3) NOT established: the reference model never loaded (job skipped), so nothing about E4B QAT on CI, and nothing about performance — the workflow forbids its timings entering docs/PERFORMANCE.md.","run 33293545613 jobs 99209228256 (3.10, success), 99209228339 (3.14, success), 99209228350 (llama-contract, success), 99209228666 (llama-reference, skipped) | job 99209228350 steps: Install llama.cpp 04:55:25-04:56:29; Download the CI model 04:56:29-04:59:03; Start llama-server healthy 04:59:03-04:59:08; Preflight success; Probe success 04:59:10-04:59:29 | PR #96 macos.yml llama-contract env: MODEL_REPO ggml-org/Qwen3-0.6B-GGUF, MODEL_FILE Qwen3-0.6B-Q8_0.gguf","This is safe blog material as a platform-parity claim (""the harness is exercised on arm64 macOS in CI""), provided it is not upgraded into a claim about the local model."
ci-repro,important,eval_or_simulation,"model_revision defaults to 'main', which Gemma 4 has already proven is a moving target","Both macos.yml lanes default MODEL_REVISION to 'main'. docs/gemma4-setup.md:28 records that on 2026-07-15/16 ""Google re-published all Gemma 4 checkpoints under the same names"" with tool-calling, truncation, and chat-template fixes — i.e. an identical repo+filename served different weights before and after. macos.yml handles this honestly (it emits `::warning::model_revision=main is a moving target; pass an immutable commit for any run whose pass/fail you intend to cite`, captures x-repo-commit from the response headers, and shasum -a 256 the file into the job summary), but it still ALLOWS the unpinned run. Under CLAUDE.md's evidence discipline, any reference-lane result cited in the blog post must have been produced with an explicit immutable commit in model_revision; a run left at 'main' is a smoke test, not citable evidence.",PR #96 macos.yml inputs.model_revision default: main; and the ::warning:: guard in the reference download step | /home/user/askme/docs/gemma4-setup.md:28 (2026-07-15/16 republication under identical names),Resolve the current commit sha of google/gemma-4-E4B-it-qat-q4_0-gguf and pass it as model_revision on any dispatch whose result you intend to publish.
ci-repro,informational,ci_infra,"OpenRouter wiring, precisely: one workflow, one environment, two jobs, four cells, two pinned dated snapshots, one identity gate","Workflow: .github/workflows/llm.yml (name ""LLM Tests""). Credential: environment secret OPENROUTER_API_KEY, scoped to the GitHub deployment environment named ""Openrouter"" (llm.yml:15-16, :69, :130); both jobs declare `environment: Openrouter`. Access guard (llm.yml:67 and :128, identical): the job runs only if the event is not a pull_request, OR the PR head repo equals the base repo AND the PR carries the 'llm-tests' label — so a fork PR is rejected before the credential is ever in scope, consistent with CLAUDE.md's credential rules. Jobs: openrouter-smoke (30 min, ubuntu-latest, runs TestOpenRouterEasy/Medium/Hard from tests/test_agent_integration.py, then asserts llm-logs/smoke.jsonl is non-empty so a silent skip cannot read as green) and berkeley-protocol (90 min, ubuntu-latest). Cells: 2 models x 2 tasks = 4. Models default (llm.yml:33, :154) to `google/gemma-4-26b-a4b-it=google/gemma-4-26b-a4b-it-20260403,qwen/qwen3.6-27b=qwen/qwen3.6-27b-20260422` — requested=expected-served syntax with an optional @low/@medium/@high effort suffix. Tasks: hard/test_replan_build_with_dependency and medium/test_fix_python_syntax_error, both under --reasoning-policy gated and --capability-profile generic-feature-scale-v1. Identity gate: --expected-served-model is passed to tests/bench_harness.py, which requires `metrics[""served_models""] == [expected_served_model]` for a valid pass (tests/bench_harness.py:621) and refuses to run without it (bench_harness.py:501-503), so an OpenRouter route that quietly serves a different dated snapshot invalidates the cell rather than silently changing the result. Provider is 'auto' by default (llm.yml:37, :155) and the smoke job explicitly sets OPENROUTER_PROVIDER: """" with the comment ""this checks the loop, not one provider's uptime"".","/home/user/askme/.github/workflows/llm.yml:15-16, :67, :69, :128, :130 | /home/user/askme/.github/workflows/llm.yml:33, :154, :191-204 | /home/user/askme/tests/bench_harness.py:621, :488-503 | /home/user/askme/.github/workflows/llm.yml:107-108 (no-silent-skip assertion)",
ci-repro,important,ci_infra,"The 'CI design defect, not code regression' claim is SUPPORTED by the config — with one correction: the reds are cell-correlated, not random","Supported by the actual config. Trials: TRIALS defaults to ""1"" (llm.yml:41, :156) and is passed straight through as --trials to both bench_harness invocations (llm.yml:192, :199). Retries: grep for retry/continue-on-error/max-attempts in llm.yml returns ZERO matches — no step retries, no job retries, no re-roll. Pass rule: tests/ci_llm_gate.py:336, `passed = total > 0 and pytest_passed == total and agent_complete == total` — a cell is green only if EVERY trial is both a pytest pass and an agent completion, so at trials=1 a single non-claiming run reds the cell. Strictness asymmetry: --advisory-cell-failures is applied only when GITHUB_EVENT_NAME == ""push"" (llm.yml:212-214); scheduled runs, manual dispatches and PRs are STRICT. So the identical code that is advisory-green on a main push is hard-red on Monday's cron. That is exactly the shape of runs 132-135 (scheduled) vs run 130. Combined with issue #95's measured 11/20 (55%) claim-failure rate on work that was correct 20/20 and independently accepted, a 4-cell all-must-pass n=1 gate has a low ceiling on green even with zero regressions. CORRECTION to the claim: this is not ""model variance."" Run 135's two protocol failures were the SAME cell (medium/test_fix_python_syntax_error) on BOTH google/gemma-4-26b-a4b-it and qwen/qwen3.6-27b, while hard/test_replan_build_with_dependency passed on both — a correlated, task-specific failure, not a random draw. And the smoke failure was status ""exhausted"" with ""[stuck_loop] read ...: same file read repeatedly"", which is the same mechanism family issue #95 documents ([stuck_loop] guard suppresses a redundant re-check, the task cannot be satisfied, the run exhausts despite finished work). So the accurate public sentence is: the gate design (n=1, no retries, all-cells-must-pass, strict on schedule) makes it maximally sensitive, and what it is sensitive TO is a real, reproducible completion-claiming defect (#95) rather than a change in askme.py or actions.py — git diff eee3fb7 fcd5bc0 leaves both runtime files byte-identical.","/home/user/askme/.github/workflows/llm.yml:38-41, :156, :192, :199 (trials default 1) | grep retry|continue-on-error|max-attempts .github/workflows/llm.yml -> 0 matches | /home/user/askme/tests/ci_llm_gate.py:336 | /home/user/askme/.github/workflows/llm.yml:211-217 (--advisory-cell-failures only on push) | https://github.com/den-run-ai/askme/issues/95 (11/20 exhausted, 20/20 verified repair, [stuck_loop] shell ... same successful command repeated) | runs 132/133/134/135 on fcd5bc0 (scheduled, red) vs run 130 on eee3fb7 (green)","Do not publish ""our CI is red because models are stochastic."" Publish ""our live gate samples a known completion-claiming defect (#95) at n=1 with no retries; the fix is trials>1 plus a per-cell threshold, and the defect itself is tracked separately."""
ci-repro,nice_to_have,eval_or_simulation,"Provider routing is 'auto', so no two live runs are provider-matched — red-vs-green diffs are uninterpretable","llm.yml:37 defaults provider to 'auto' and llm.yml:93-94 sets OPENROUTER_PROVIDER: """" for the smoke job with the comment ""Automatic routing: this checks the loop, not one provider's uptime."" That is a defensible choice for an uptime-insensitive smoke, but it means the serving provider behind google/gemma-4-26b-a4b-it can differ between run 130 (green) and runs 132-135 (red) with no record-level control. CLAUDE.md requires ""matched providers/configuration for causal comparisons."" The gate does record served_providers (ci_llm_gate.py reads result[""served_providers""] and renders a Provider column), so the artifacts from runs 130 and 135 can settle whether routing changed — but until someone reads those artifacts, ""nothing changed in the code"" is not the same as ""nothing changed in the run."" The served-MODEL identity gate (bench_harness.py:621) does close the snapshot-drift hole; it does not close the provider-drift hole.","/home/user/askme/.github/workflows/llm.yml:34-37, :93-94, :155 | /home/user/askme/tests/ci_llm_gate.py:330-332 (served_providers collected), render_markdown Provider column | /home/user/askme/CLAUDE.md, Evaluation and evidence discipline: ""Use matched providers/configuration for causal comparisons""",Download the berkeley-protocol-logs artifacts from runs 130 and 135 (14-day retention — run 130 may already be expiring) and compare served_providers per cell before asserting anything causal in the blog.
